Brand,Name,Category,Colors,Price,Sizes,Count_Sizes,Color_Name,product_Code,Review,Rating,Features,Comfort
Woodland,Camel Boot For Men,Men,2.0,6 495,"['39', '40', '41', '42', '43', '44', '45']",7.0,CAMEL,FGC015050071A,,,"Equipped for challenging conditions this camel boot for men is engineered from durable nubuck .The boot for men features shock absorbing midsole, rubber outsole with deep lugs on it that gives excellent traction on uneven surfaces, sturdy toe cap, and cushioned collar and tongue that supports the ankle and also protects your feet from lace pressure. The boot is finished with Woodland branding on sides and contrast color accents that adds to the look of the boot.
Material :-
Nubuck
Rubber Sole",Nubuck Rubber Sole
Woodland,Camel High Ankle Boot For Men,Men,2.0,6 495,"['39', '40', '41', '42', '43', '44', '45']",7.0,CAMEL,FGC0H9050161A,,,"The lace-up camel boot features a sturdy TPR outsole with lugs on it and is set on a low stacked heel. The high-ankle boot has midas full insole for comfort and is engineered from milled nubuck. The boot for men features rust free metal hardware, leather accents on collar and on tongue, rear pull tab, and bold Woodland explore branding on tongue.
Material :-
Milled Nubuck
TPR outsole
Full Insole",Milled Nubuck TPR outsole Full Insole
Woodland,RB BROWN Boots For Men,Men,2.0,3 237,"['39', '40', '41', '42', '43', '44', '45']",7.0,RB BROWN,FGC0H9034201A,,,"Sturdy pair of round toe boots in brown for men that are made from the finest quality of milled nubuck. The shoes feature a lace-up style with heavy duty rust free metal eyelets for the laces, a midsole that gives cushioning and the collars are cushioned that gives support to ankles. The shoes with moderate traction on the soles are ideal for casual outdoor activities and walks through cities.
Features:
Milled Nubuck
Midsole
Rust free eyelets
Cushioned collars",Milled Nubuck Midsole Rust free eyelets Cushioned collars
Woodland,Desert Boot CAMEL,Men,2.0,2 497,"['40', '41', '42', '43', '45']",5.0,CAMEL,FGC0150R7441Z,,,"Lightweight casual outdoor activity shoes in camel color from Woodland with a wear resistant nubuck top and anti-corrosive metal fittings and rope lacing. The grooved RPA outsole with lugs allows you to climb and brake effortlessly providing an excellent traction on muddy and rocky terrains, it is a tough shoe for traveling over steep, rocky terrains with high level of comfort. The shoe also features a compressed EVA midsole that enables the shoe to absorb all shocks and a cushioned foot bed of PU foam adds comfort.
Product features
Anti-corrosive metal fittings
Neon Woodland branding
PU foam insole
EVA midsole",Anti-corrosive metal fittings Neon Woodland branding PU foam insole EVA midsole
Woodland,Steel Grey Blue Boots For Men,Men,3.0,6 495,"['39', '40', '41', '42', '43', '44', '45']",7.0,STEEL GREY,FGC015037801S,,,"These Steel Grey boots for men are trail ready, the mid-top boot by a Skating Monk is crafted from nubuck for ultimate protection and durability. The boot features mesh detail on tongue and collar adding ventilation to the solid boots, D-ring eyelets, pull tab on rear, padded collar that gives support to ankles, padded tongue that protects the feet from lace pressure, and molded outsole with deep multidirectional lugs on it that gives grips uneven terrain. The boots are made for outdoor adventures such as hikes camping, trekking in challenging terrain.
Material:-
Nubuck",Nubuck
Woodland,Grey Boots For Men,Men,2.0,6 495,"['39', '40', '41', '42', '43', '44', '45']",7.0,GREY,FGC0AX037811S,,,"Stacked heel and TPR outsole grounds this grey boot for men that is designed from durable nubuck and comes in mid-calf and round toe silhouette. The boot for men features a lace-up style, rust free metal eyelets, rear pull tab, and has a full insole that puts comfort under every step.
Material :-
Nubuck
Full Insole
TPR Outsole",Nubuck Full Insole TPR Outsole
Woodland,Camel Boot For Men,Men,2.0,7 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,CAMEL,FGC0510AR822A,,,"Robust camel boot for men is grounded by chunky contoured outsole and is detailed with a suede upper. The high-cut boot for men features lace-up design with smartly placed perforations that keeps the boot ventilated. The deep lugs on the outsole give good traction and the boot is finished with tonal top-stitch, rear pull-tab and Woodland branding on tongue and on side.
Material :-
Suede",Suede
Woodland,Brawny GREY,Men,2.0,3 507,"['39', '40', '41', '42', '43', '44', '45']",7.0,GREY,FGC0T9019051A,,,"Grey high-ankle outdoor activity shoes in lace loop details made out of wear resistant nubuck. The TPR outsole with deep lugs provides an excellent traction on muddy and rocky terrains and insole padding provides cushion and comfort. The cushioned collars give support to ankles and helps in foot movement. The shoe also features Woodland branding on sides.
Product Features:
TPR outsole.
Full Insole
Rust free metal eyelets",TPR outsole. Full Insole Rust free metal eyelets
Woodland,Russia Dbrown Casual Shoes For Men,Men,2.0,3 237,"['39', '40', '41', '42', '43', '44', '45']",7.0,RUSSIA DBROWN,FGC0BB035861A,,,"Comfort meets durability in this Russia Dbrown shoe by Woodland that is crafted from milled nubuck. The street ready casual shoe is set on a low-stacked heel, TPR sole with lugs, and has a PU foam for comfort. The round toe shoe has contrast stitch detail that adds to the aesthetics of the shoe.
Material:-
Nubuck
Outsole - TPR
PU foam Insole",Nubuck Outsole - TPR PU foam Insole
Woodland,Drifter DNAVY,Men,3.0,3 237,"['39', '40', '41', '42', '43', '44', '45']",7.0,DNAVY,FGC015023331A,,,"Navy high-ankle outdoor activity boots in lace loop details, the shoes have been crafted out of wear resistant nubuck and breathable fabric mesh lining. The RPA outsole with deep lugs provides an excellent traction on muddy and rocky terrains and the rubberised foam insole padding provides cushion and comfort. The cushioned collars give support to ankles and helps in foot movement. The shoe also features molded EVA midsole that acts as an excellent shock absorber.
Product Features:
RPA outsole.
Rubberised foam Insole
EVA midsole",RPA outsole. Rubberised foam Insole EVA midsole
Woodland,Brown Boot For Men,Men,2.0,7 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,BROWN,FGC0510AR832A,,,"Sturdy outdoor activity boot is built with suede upper, padded collar and cushioned footbed grounded on sturdy, all-terrain lugs. The brown boot for men sits on a stacked outsole and is finished with durable d-ring eyelets, rear pull-tab, padded tongue, a tonal top-stitch and Woodland branding on side.
Material :-
Suede",Suede
Woodland,Brown Boots For Men,Men,1.0,4 384,"['39', '40', '41', '42', '43', '44', '45']",7.0,BROWN,FGC015050171A,,,"A thick TPR outsole and stacked heel boost the comfort of this high-ankle boot that is crafted from durable nubuck. The lace-up style brown boot for men features a full insole that adds to the comfort, metal eyelets, side zipper, mild cushioning on collar and tongue and is finished with Woodland branding on side and on tongue.
Material :-
Nubuck
Full Insole
TPR outsole",Nubuck Full Insole TPR outsole
Woodland,Mammoth OLIVE GREEN,Men,4.0,3 895,['45'],1.0,OLIVE GREEN,FGC0L9056091G,,,"Lightweight and sturdy pair of mid ankle outdoor activity shoes in olive green colour crafted out of wear resistant nubuck. The shoes have lace loop details and a cushiony tongue that helps prevent pressure points from lacing. The grippy rubber outsole has moderate tRubberd making the shoe perfect for city walks. The shoe also features PU foam padding and a cushioned collar that provides a firm and supportive wrap comfort around ankles.
Product Features:
PU foam insole
Rubber sole
Cushioned collar","Lightweight and sturdy pair of mid ankle outdoor activity shoes in olive green colour crafted out of wear resistant nubuck. The shoes have lace loop details and a cushiony tongue that helps prevent pressure points from lacing. The grippy rubber outsole has moderate tRubberd making the shoe perfect for city walks. The shoe also features PU foam padding and a cushioned collar that provides a firm and supportive wrap comfort around ankles.
Product Features: PU foam insole Rubber sole Cushioned collar"
Woodland,Chiku/Toupe Chelsea Boots For Men,Men,3.0,12 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,CHIKU/TOUPE,FGF051046362A,,,"Smart streamlined design in rich suede finishes this dapper Chiku/toupe Chelsea boot for men that is set on a low stacked heel and is outfitted with a back pull-tab and elastic side goring's.
Material :-
Suede",Suede
Woodland,Woodland OLIVE Hiking Boots,Men,3.0,4 295,"['43', '44', '45']",3.0,OLIVE,FGC0L4002321F,,,"Olive colored robust and rugged pair of mid ankle casual outdoor activity shoes with an all-over solid pattern and lace-loop details and a wear resistant buff nubuck upper. The grooved Rubber sole with lugs running in opposite direction and shock absorbing EVA midsole allows you to climb and brake effortlessly providing an excellent traction on muddy and rocky terrains. The insole padding provides comfort and the mildly cushioned collars give support to ankles.
Product features
Rubber sole
EVA midsole","Olive colored robust and rugged pair of mid ankle casual outdoor activity shoes with an all-over solid pattern and lace-loop details and a wear resistant buff nubuck upper. The grooved Rubber sole with lugs running in opposite direction and shock absorbing EVA midsole allows you to climb and brake effortlessly providing an excellent traction on muddy and rocky terrains. The insole padding provides comfort and the mildly cushioned collars give support to ankles.
Product features Rubber sole EVA midsole"
Woodland,Grey Boots For Men,Men,2.0,5 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,GREY,FGC015043531S,,,"Rugged high-ankle boot for men is designed from nubuck and is set on a flexible rubber outsole with lugs on it for traction on uneven surfaces. The grey boot features mesh details on it that keeps the boot breathable, comes with a molded midsole that acts as a shock absorber, heel pull tab, and d-ring metal eyelets. The cushion details on the collar gives ankle support and the cushioned tongue protects the shoe from lace pressure.
Material :-
Nubuck
Outsole - Rubber",Nubuck Outsole - Rubber
Woodland,Woodland RUST BROWN Hiking Shoes,Men,2.0,3 777,"['39', '40', '41', '42', '43', '44', '45']",7.0,RUST BROWN,FGC0AR026761A,,,"Sturdy pair of high ankle casual outdoor activity shoes in rust brown crafted out of wear resistant nubuck upper in omtllb finish. Anti-corrosive metal fittings and extra cushiony tongue helps prevent pressure points from lacing. The grippy rubber outsole with deep lugs and shock absorbing midsole provides an excellent traction on muddy and rocky terrains. The shoe also features an insole padding that gives comfort to foot bed.
Product features:
Full insole
Rubber sole
Anti-corrosive metal fittings
EVA midsole",Full insole Rubber sole Anti-corrosive metal fittings EVA midsole
Woodland,Dtan Boot For Men,Men,2.0,11 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,DTAN,FGF0R7046492A,,,"Brogue detailing and a wingtip toe add a handsome touch to this grained leather boot for men. The dtan boot for men is outfitted with padded collar furnished with a D-ring metal eyelets that adds durability to the boot, and is set on a low stacked heel for all-day comfort.
Material :-
Leather",Leather
Woodland,Ltan Boot For Men,Men,2.0,7 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,LTAN,FGF0C3045482A,,,"Premium leather, a smart design and lugged outsole elevates this lace-up boot into a versatile everyday use boot. The ltan boot for men features a padded collar, arch support, rust free metal eyelets, and is finished with tonal top-stitch and Woods branding on tongue.
Material :-
Leather",Leather
Woodland,Excursion NTAN,Men,4.0,2 899,"['42', '43', '44', '45']",4.0,NTAN,FGC015012071A,,,"NTan coloured robust and rugged pair of mid ankle casual outdoor activity shoes with an all-over solid pattern and lace-up details with anti-corrosive metal fittings on top to protect your feet from lace pressure and a wear resistant nubuck upper. The grooved RPA sole with lugs running in opposite direction and shock absorbing midsole allows you to climb and brake effortlessly providing an excellent traction on muddy and rocky terrains. The rubberised foam padding provide comfort and the cushioned collars give support to ankles.
Product features
Rubberised foam insole
Rubber sole
EVA midsole
Anti-corrosive metal fittings",Rubberised foam insole Rubber sole EVA midsole Anti-corrosive metal fittings
Woodland,Tan Leather Chukka Boot For Men,Men,2.0,12 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,TAN,FGF0C3046372A,,,"Elevate your work look with this tan chukka boot designed from high-quality leather. The leather chukka boot is set on a low-stacked heel and features two-eyelet detail and a rear pull tab.
Material :-
Leather",Leather
Woodland,Beige Chelsea Boot For Men,Men,2.0,6 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,BEIGE,FGF051045492A,,,"Elastic side goring panels create a comfortable fit for a timeless Chelsea boot set on a low stacked heel. Crafted from soft suede the beige Chelsea boot is finished with a rear pull-tab and tonal stitch on upper.
Material :-
Suede",Suede
Woodland,Camel High Ankle Shoes For Men,Men,2.0,3 237,"['39', '40', '41', '42', '43', '44']",6.0,CAMEL,FGC0M6029221A,,,"Sturdy pair of high ankle boots for men designed in camel colour from Woodland. The pair features a premium quality nubuck upper, a sturdy rubber sole with treads on it and a comfortable lace-up design. Insole in the shoes makes for a cushioned foot bed while the molded EVA midsole acts as a shock absorber.
Material:
Nubuck
Rubber Sole
1.5 mm Insole sheet",Nubuck Rubber Sole 1.5 mm Insole sheet
Woodland,Black Chelsea Boot For Men,Men,2.0,13 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,BLACK,FGF0C3046352A,,,"Streamlined design defines this black Chelsea boot for men crafted from premium leather. The smart Chelsea boot is outfitted with rear pull tab and side elastic goring's and is set on low stacked heel.
Material :-
Leather",Leather
Woodland,Camel High Ankle Boots,Men,2.0,2 697,"['40', '41', '42', '43', '44', '45']",6.0,CAMEL,FGC0M6032871A,,,"High ankle casual boots for men crafted from durable nubuck comes in camel colour in lace-up style. The boots feature a round toe, a chunky TPU/PU sole that adds a comfort to the shoes and also has stitching details on it
Features:
Nubuck
TPU/PU sole
Round toe",Nubuck TPU/PU sole Round toe
Woodland,Light Brown Chukka Boots For Men,Men,1.0,3 147,"['40', '41', '42', '43', '44', '45']",6.0,LBROWN,FGC089034191A,,,"Light brown boot from Woodland combines the comfort of a sneaker with the classic silhouette of a chukka boot. Engineered from nubuck the versatile casual boot comes in a matte finish and features a PU outsole with moderate traction on it, cushioned collars and tongue for support, pull tabs on rear that makes it easy to wear and remove the boot with comfort, stitching details and a contrast color toe cap that enhances the appearance of the boot. The boots are ideal to be worn for casual walks through the city pavements, parks, or airports.
Product Features:
Oily Matte Nubuck
PU outsole",Oily Matte Nubuck PU outsole
Woodland,Paris Grey Boots For Men,Men,2.0,6 495,[],0.0,PARIS GREY,FGC015037811S,,,"Paris grey boots by A Skating Monk feature a laced fastening with a contrasting outsole for a great look. These nubuck upper boots come in high-top silhouette, feature padded collar with leather accents on it, pull tab on rear, and anti-corrosive eyelets.
Material:-
Nubuck",Nubuck
Woodland,Brown Chelsea Boot For Men,Men,2.0,13 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,BROWN,FGF0C3046272A,,,"A comfort focussed brown Chelsea boot for men from Woods is set on a low stacked heel. Crafted from soft leather the Chelsea boots is set on a low-stacked heel and lugged outsole and features wide elastic insets on sides and rear pull tab.
Material :-
Leather",Leather
Woodland,Black Boot For Men,Men,2.0,7 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,BLACK,FGF0C3045472A,,,"Soft leather defines the sleek silhouette of this classic black boot crafted with a side-zip closure and an elastic side goring panel on one side and pointed toe. The boot for men is on a low-stacked heel and is finished with a rear pull tab.
Material :-
Leather",Leather
Woodland,Brown Boots For Men,Men,2.0,7 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,BROWN,FGC051046392A,,,"Dapper round toe boot for men is crafted from soft suede and features a side zipper that makes it convenient to slide in and out of the high top boot. The lace-up brown boot has padded collar and tongue with leather detail on it and is set on a stacked heel and outsole with lugs that gives it good traction.
Material :-
Suede",Suede
Woodland,Dtan High-Top Boot For Men,Men,2.0,11 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,DTAN,FGF0R7046472A,,,"Dtan boot is made from premium leather and features arch-supporting footbed and is set on a low-stacked heel. The high-top boot for men features lace-up silhouette and a side zipper for convenience and also has a suede patch on side that elevates the aesthetic of the boot.
Material :-
Leather",Leather
Woodland,Brown Chelsea Boot For Men,Men,2.0,6 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,BROWN,FGF018044532A,,,"Classic Chelsea boot for men is set on a low stacked heel and features the signature side elastic goring's that create the most comfortable fit. The brown Chelsea boot is designed from soft leather and also features a rear pull tab.
Material :-
Leather",Leather
Woodland,Lcigar Boot For Men,Men,2.0,11 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,LCIGAR,FGC051046482A,,,"Lcigar high-cut boot with faux-fur lining keeps your feet warm when temperatures drop. The suede boot is grounded by sturdy sole with lugs on it and is set on a stacked heel. The round-toe boot features a lace-up silhouette with D-ring metal eyelets and faux-fur detail on the tongue that protects your feet from lace pressure. The boot for men is finished with tonal top-stitch and Woods patch branding on tongue.
Material :-
Suede",Suede
Woodland,DNAVY Hiking Boots For Men,Men,3.0,2 643,[],0.0,DNAVY,FGC0V70R8021Z,,,"Sturdy pair of dnavy boots from Woodland are crafted from durable nubuck upper. The boots feature an elaborate and effective lacing system with rust free D-ring eyelets, cushioned collars and tongue that protect feet from lace pressure, a molded EVA midsole and durable rubber outsole that supports without adding too much weight. The rubberized foam insole adds cushioning to the hardwearing shoes that are perfect for your next hiking adventure.
Product Features:
Cushioned collars
Rubber sole
Rubberized foam insole",Cushioned collars Rubber sole Rubberized foam insole
Woodland,Black Boot For Men,Men,2.0,7 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,BLACK,FGF0C3046402A,,,"Soft leather accents add a dapper finish to the collar and tongue of this high-top boot set on a low-stacked heel. The black boot for men has a lace-up silhouette and a side zipper for comfort.
Material :-
Leather",Leather
Woodland,Woodland CAMEL Trekking Casual Shoes,Men,3.0,2 967,"['40', '41', '42', '43', '44', '45']",6.0,CAMEL,FGC015023481A,,,"Get this robust and rugged pair of high ankle casual outdoor activity shoes with an all-over solid pattern and lace-up details with anti-corrosive metal fittings on top to protect your feet from lace pressure and a wear resistant Nubuck upper. The grooved RPA sole and shock absorbing midsole allows you to climb and brake effortlessly providing an excellent traction on muddy and rocky terrains. It is a tough shoe for traveling over steep, rocky terrains with high level of comfort provided by the insole sheet. The shoe also features a contrasting color cushioned collar support that helps foot movement
Product features:
RPA sole
Anti-corrosive metal fittings
Cushioned collar support",RPA sole Anti-corrosive metal fittings Cushioned collar support
Woodland,Grey Chelsea Boot For Men,Men,1.0,6 495,"['39', '40', '41', '42', '43', '44', '45']",7.0,GREY,FGF0510R3432A,,,"Smart suede construction defines a handsome Chelsea boot featuring twin elastic gores for an ideal fit The grey boot for men is set on a low stacked heel and is finished with rear pull tab and Woods logo branding.
Material :-
Suede",Suede
Woodland,Snaype Chukka Boot,Men,2.0,3 507,"['40', '41', '42', '43', '44', '45']",6.0,SNAYPE,FGC0AA032221A,,,"Casual chukka boot in snaype is built from durable oiled nubuck features a four-eyelet detail, round toe silhouette, pull tab on rear and a TPU outsole with moderate tread on it.
Product Feature:
Chukka boot
Leather
Four-eyelet",Chukka boot Leather Four-eyelet
Woodland,Wayfarer SNAYPE,Men,3.0,3 507,"['39', '40', '41', '42', '43', '44', '45']",7.0,SNAYPE,FGC015012761A,,,"Robust pair of high-ankle outdoor activity shoes in snaype with a lace-loop pattern and a wear resistant nubuck upper. The shoes have TPR sole with deep lugs that gives excellent traction and shock absorbing EVA midsole. It is a tough shoe for traveling over steep, rocky terrains with high level of comfort provided by the full insole padding.
Product features:
Full insole
TPR sole with lugs
Cushioned collars",Full insole TPR sole with lugs Cushioned collars
Woodland,Olive Green Boot For Men,Men,2.0,3 237,"['39', '40', '41', '42', '43', '44', '45']",7.0,OLIVE GREEN,FGC0AA035931A,,,"Stay on your feet all day in this olive green boot for men by Woodland. Designed from durable nubuck the boot features high ankle silhouette, sturdy D-ring eyelets, heavy cushioning on collar and tongue that supports ankle and protects from lace pressure respectively. The boot is set on grippy lugged polyurethane outsole and on a low stacked heel. The lace-up style boot also features rubberized foam insole that forms a cushioned foot bed, the stitching detail and the contrast leather accents add to the aesthetics of the boot.
Product Features:
Nubuck
PU Sole
Rubberized foam insole",Nubuck PU Sole Rubberized foam insole
Woodland,Black Chelsea Boot For Men,Men,2.0,14 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,BLACK,FGF0180R4172B,,,"Streamlined design defines this black Chelsea boot for men crafted from premium leather. The smart Chelsea boot is outfitted with rear pull tab and side elastic goring's and is set on low stacked heel.
Material :-
Leather",Leather
Woodland,Brown Boot For Men,Men,2.0,11 995,"['39', '40', '41', '42', '43', '44', '45']",7.0,BROWN,FGF0C3046462A,,,"Grained leather adds texture to this lace-up boot set on stacked heel and durable outsole with tread on it for stability. The brown boot for men features a buckle detail on collar, a side zipper for easy on and off, padded collar and tongue, and d-ring metal eyelets that add more durability to the boot.
Material :-
Leather",Leather
