Review,Size,Comfort,Features,star_rating
0,"['UK-7', 'UK-8', 'UK-9', 'UK-10', 'UK-11', 'UK-12']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Omni-SHIELD water and stain resistant treatment
Suede textile and overlays for outdoor protection and a moder",0
60,"['UK-7', 'UK-8', 'UK-9']",Techlite™ lightweight midsole for long lasting comfort,"Omni-Grip™ non-marking traction rubber.
Techlite™ lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Combination upper featuring leather
mesh and webbing.
Omni-Tech™ waterproof breathable construction.
Please n",4
58,"['UK-7', 'UK-8']",Techlite™ lightweight midsole for long lasting comfort,"Omni-Grip™ non-marking traction rubber.
Techlite™ lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Combination upper featuring leather
mesh and webbing.
Omni-Tech™ waterproof breathable construction.
Please n",4
30,['UK-8'],Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",4
30,"['UK-7', 'UK-8', 'UK-9']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",4
91,"['UK-7', 'UK-8', 'UK-9', 'UK-10', 'UK-11']",Techlite™ lightweight midsole for long lasting comfort,"Omni-Grip™ non-marking traction rubber.
Techlite™ lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Combination upper featuring leather
mesh and webbing.
Omni-Tech™ waterproof breathable construction.
Please n",4
30,"['UK-7', 'UK-8', 'UK-9']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",4
47,"['UK-7', 'UK-8', 'UK-9', 'UK-10', 'UK-12']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",4
0,"['UK-7', 'UK-8', 'UK-9', 'UK-11', 'UK-12']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Omni-SHIELD water and stain resistant treatment. Suede textile and overlays for outdoor protection and a moder",0
0,"['UK-7', 'UK-8', 'UK-9', 'UK-10', 'UK-11', 'UK-12']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Omni-SHIELD water and stain resistant treatment
Suede textile and overlays for outdoor protection and a moder",0
60,"['UK-7', 'UK-8', 'UK-9']",Techlite™ lightweight midsole for long lasting comfort,"Omni-Grip™ non-marking traction rubber.
Techlite™ lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Combination upper featuring leather
mesh and webbing.
Omni-Tech™ waterproof breathable construction.
Please n",4
58,"['UK-7', 'UK-8']",Techlite™ lightweight midsole for long lasting comfort,"Omni-Grip™ non-marking traction rubber.
Techlite™ lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Combination upper featuring leather
mesh and webbing.
Omni-Tech™ waterproof breathable construction.
Please n",4
30,['UK-8'],Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",4
30,"['UK-7', 'UK-8', 'UK-9']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",4
91,"['UK-7', 'UK-8', 'UK-9', 'UK-10', 'UK-11']",Techlite™ lightweight midsole for long lasting comfort,"Omni-Grip™ non-marking traction rubber.
Techlite™ lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Combination upper featuring leather
mesh and webbing.
Omni-Tech™ waterproof breathable construction.
Please n",4
30,"['UK-7', 'UK-8', 'UK-9']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",4
47,"['UK-7', 'UK-8', 'UK-9', 'UK-10', 'UK-12']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",4
36,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Outsole grade EVA with molded rubber pods,"Soft and comfortable one piece strap
Outsole grade EVA with molded rubber pods
EVA comfort midsole.",4
38,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Outsole grade EVA with molded rubber pods,"Soft and comfortable one piece strap
Outsole grade EVA with molded rubber pods
EVA comfort midsole.",4
0,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Traction rubber outsole,"EVA comfort midsole
Traction rubber outsole
Webbing sandal with 3 adjustable hook and loop straps for the perfect fit.",0
0,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Traction rubber outsole,"EVA comfort midsole
Traction rubber outsole
Webbing sandal with 3 adjustable hook and loop straps for the perfect fit.",0
0,"['UK-7', 'UK-8']",Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings,"Omni-Shield water and stain resistant treatment
Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathabili",0
0,"['UK-7', 'UK-8', 'UK-9', 'UK-10', 'UK-11']",Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings,"Omni-Shield water and stain resistant treatment
Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathabili",0
31,"['UK-7', 'UK-8']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
21,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
0,['UK-12'],Adapt Trax outsole provides exceptional traction in wet and dry conditions,"Navic Fit System delivers a natural midfoot lock down
Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior co",0
0,"['UK-7', 'UK-9', 'UK-10']",Adapt Trax outsole provides exceptional traction in wet and dry conditions.,"Navic Fit System delivers a natural midfoot lock down.
Adapt Trax outsole provides exceptional traction in wet and dry conditions.
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfo",0
0,"['UK-7', 'UK-9', 'UK-11']","Combination suede leather, mesh and webbing. Omni-Techwaterproof breathable seam-sealed membrane bootie construction","Omni-Gripnon-marking traction rubber
Combination suede leather, mesh and webbing. Omni-Techwaterproof breathable seam-sealed membrane bootie construction
Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return",0
4,['UK-10'],Suede and synthetic leather with three hook and loop closure straps for adjustable fit,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Suede and synthetic leather with three hook and loop closure straps for adjustable fit
Techlite+ delivers responsive cushioning and stability
without sacrificing comfort. Su",5
4,"['UK-7', 'UK-8', 'UK-10']",Suede and synthetic leather with three hook and loop closure straps for adjustable fit,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Suede and synthetic leather with three hook and loop closure straps for adjustable fit
Techlite+ delivers responsive cushioning and stability
without sacrificing comfort. Su",5
37,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Omni-Grip non-marking wet traction rubber,"Synthetic upper with hook and loop closure straps
Omni-Grip non-marking wet traction rubber
2 part midsole: Plush TechLite footbed framed by firmer TechLite frame for added support
Antimicrobial treatment on footbed.",4
46,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Omni-Grip non-marking wet traction rubber,"Synthetic upper with hook and loop closure straps
Omni-Grip non-marking wet traction rubber
2 part midsole: Plush TechLite footbed framed by firmer TechLite frame for added support
Antimicrobial treatment on footbed.",4
0,"['UK-7', 'UK-8', 'UK-9']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Breathable open cell m",0
0,"['UK-6', 'UK-7', 'UK-9', 'UK-11']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Breathable open cell m",0
37,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Omni-Grip non-marking wet traction rubber,"Synthetic upper with hook and loop closure straps
Omni-Grip non-marking wet traction rubber
2 part midsole: Plush TechLite footbed framed by firmer TechLite frame for added support
Antimicrobial treatment on footbed.",4
46,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Omni-Grip non-marking wet traction rubber,"Synthetic upper with hook and loop closure straps
Omni-Grip non-marking wet traction rubber
2 part midsole: Plush TechLite footbed framed by firmer TechLite frame for added support
Antimicrobial treatment on footbed.",4
26,"['UK-7', 'UK-9']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
26,"['UK-8', 'UK-9', 'UK-10']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
24,"['UK-8', 'UK-9', 'UK-10']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
0,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Traction rubber outsole,"EVA comfort midsole
Traction rubber outsole
Webbing sandal with 3 adjustable hook and loop straps for the perfect fit.",0
0,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Traction rubber outsole,"EVA comfort midsole
Traction rubber outsole
Webbing sandal with 3 adjustable hook and loop straps for the perfect fit.",0
0,"['UK-7', 'UK-8', 'UK-9']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Breathable open cell m",0
0,"['UK-6', 'UK-7', 'UK-9', 'UK-11']",Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Breathable open cell m",0
36,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Outsole grade EVA with molded rubber pods,"Soft and comfortable one piece strap
Outsole grade EVA with molded rubber pods
EVA comfort midsole.",4
38,"['UK-7', 'UK-8', 'UK-9', 'UK-10']",Outsole grade EVA with molded rubber pods,"Soft and comfortable one piece strap
Outsole grade EVA with molded rubber pods
EVA comfort midsole.",4
12,"['UK-7', 'UK-8']",Fluidframe multidensity underfoot support,"Omni-Grip™ non-marking traction rubber
Fluidframe multidensity underfoot support
Navic Fit System™ delivers a natural midfoot lock down
OutDry™? breathable waterproof protection
TECHLITE PLUS+™ delivers responsive cushioning and stability, without sacr",5
12,"['UK-8', 'UK-9', 'UK-10']",Navic Fit Systemdelivers a natural midfoot lock down,"Omni-Gripnon-marking traction rubber
Navic Fit Systemdelivers a natural midfoot lock down
OutDry™? breathable waterproof protection
TECHLITE PLUS+delivers responsive cushioning and stability, without sacrificing comfort
Seamless mesh construction with",5
19,['UK-9'],Navic Fit System™ delivers a natural midfoot lock down.,"Omni-Grip™ non-marking traction rubber.
Navic Fit System™ delivers a natural midfoot lock down.
OutDry™? breathable waterproof protection.
TECHLITE PLUS+™ delivers responsive cushioning and stability
without sacrificing comfort.
Seamless mesh construction",5
0,['UK-10'],"Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return","Omni-Gripnon-marking traction rubber
Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return
Textile upper with welded synthetic overlays. OutDrybreathable waterproof construction.",0
0,"['UK-7', 'UK-8', 'UK-9']","Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return","Omni-Gripnon-marking traction rubber
Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return
Textile upper with welded synthetic overlays. OutDrybreathable waterproof construction.",0
26,"['UK-7', 'UK-9']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
26,"['UK-8', 'UK-9', 'UK-10']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
24,"['UK-8', 'UK-9', 'UK-10']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
0,"['UK-7', 'UK-8', 'UK-9', 'UK-10', 'UK-12', 'UK-13', 'UK-14']",NA,NA,0
0,['UK-10'],"Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return","Omni-Gripnon-marking traction rubber
Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return
Textile upper with welded synthetic overlays. OutDrybreathable waterproof construction.",0
0,"['UK-7', 'UK-8', 'UK-9']","Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return","Omni-Gripnon-marking traction rubber
Techlitelightweight midsole for long lasting comfort, superior cushioning, and high energy return
Textile upper with welded synthetic overlays. OutDrybreathable waterproof construction.",0
42,['UK-9.5'],Adapt Trax™? outsole provides exceptional traction in wet and dry conditions,"Navic Fit System™ delivers a natural midfoot lock down
Adapt Trax™? outsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability",4
34,['UK-9'],4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",4
34,['UK-11'],4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",4
69,['UK-8'],4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",4
5,"['UK-8', 'UK-9']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
5,"['UK-8', 'UK-9']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
26,"['UK-7', 'UK-9']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
26,"['UK-8', 'UK-9', 'UK-10']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
24,"['UK-8', 'UK-9', 'UK-10']",Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite plus Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
Seamless mesh with asy",5
35,"['UK-7', 'UK-8']","Combination suede leather, mesh and webbing. Omni-Tech™ waterproof breathable seam-sealed membrane bootie construction","Omni-Grip™ non-marking traction rubber
Combination suede leather, mesh and webbing. Omni-Tech™ waterproof breathable seam-sealed membrane bootie construction
Techlite™ lightweight midsole for long lasting comfort, superior cushioning, and high energy",4
12,"['UK-7', 'UK-8']",Fluidframe multidensity underfoot support,"Omni-Grip™ non-marking traction rubber
Fluidframe multidensity underfoot support
Navic Fit System™ delivers a natural midfoot lock down
OutDry™? breathable waterproof protection
TECHLITE PLUS+™ delivers responsive cushioning and stability, without sacr",5
12,"['UK-8', 'UK-9', 'UK-10']",Navic Fit Systemdelivers a natural midfoot lock down,"Omni-Gripnon-marking traction rubber
Navic Fit Systemdelivers a natural midfoot lock down
OutDry™? breathable waterproof protection
TECHLITE PLUS+delivers responsive cushioning and stability, without sacrificing comfort
Seamless mesh construction with",5
19,['UK-9'],Navic Fit System™ delivers a natural midfoot lock down.,"Omni-Grip™ non-marking traction rubber.
Navic Fit System™ delivers a natural midfoot lock down.
OutDry™? breathable waterproof protection.
TECHLITE PLUS+™ delivers responsive cushioning and stability
without sacrificing comfort.
Seamless mesh construction",5
12,"['UK-7', 'UK-8']",Fluidframe multidensity underfoot support,"Omni-Grip™ non-marking traction rubber
Fluidframe multidensity underfoot support
Navic Fit System™ delivers a natural midfoot lock down
OutDry™? breathable waterproof protection
TECHLITE PLUS+™ delivers responsive cushioning and stability, without sacr",5
12,"['UK-8', 'UK-9', 'UK-10']",Navic Fit Systemdelivers a natural midfoot lock down,"Omni-Gripnon-marking traction rubber
Navic Fit Systemdelivers a natural midfoot lock down
OutDry™? breathable waterproof protection
TECHLITE PLUS+delivers responsive cushioning and stability, without sacrificing comfort
Seamless mesh construction with",5
19,['UK-9'],Navic Fit System™ delivers a natural midfoot lock down.,"Omni-Grip™ non-marking traction rubber.
Navic Fit System™ delivers a natural midfoot lock down.
OutDry™? breathable waterproof protection.
TECHLITE PLUS+™ delivers responsive cushioning and stability
without sacrificing comfort.
Seamless mesh construction",5
42,['UK-9.5'],Adapt Trax™? outsole provides exceptional traction in wet and dry conditions,"Navic Fit System™ delivers a natural midfoot lock down
Adapt Trax™? outsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability",4
34,['UK-9'],4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",4
34,['UK-11'],4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain,"Adapt Traxoutsole provides exceptional traction in wet and dry conditions
4 mm outsole lugs with angular front and rear orientations provide the optimal balance between traction and durability on multi-directional terrain
TECHLITE PLUS+Single density foam",4
0,"['UK-7', 'UK-8']",Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings,"Omni-Shield water and stain resistant treatment
Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathabili",0
0,"['UK-7', 'UK-8', 'UK-9', 'UK-10', 'UK-11']",Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings,"Omni-Shield water and stain resistant treatment
Recycled mesh upper with eco-friendly leather overlays and lining. Along with recycled laces and webbings
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathabili",0
60,"['UK-7', 'UK-8', 'UK-9']",Techlite™ lightweight midsole for long lasting comfort,"Omni-Grip™ non-marking traction rubber.
Techlite™ lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Combination upper featuring leather
mesh and webbing.
Omni-Tech™ waterproof breathable construction.
Please n",4
58,"['UK-7', 'UK-8']",Techlite™ lightweight midsole for long lasting comfort,"Omni-Grip™ non-marking traction rubber.
Techlite™ lightweight midsole for long lasting comfort
superior cushioning
and high energy return.
Combination upper featuring leather
mesh and webbing.
Omni-Tech™ waterproof breathable construction.
Please n",4
30,['UK-8'],Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",4
30,"['UK-7', 'UK-8', 'UK-9']",Techlite lightweight midsole for long lasting comfort,"Omni-Grip non-marking traction rubber
Techlite lightweight midsole for long lasting comfort
superior cushioning
and high energy return
Combination upper featuring leather
mesh and webbing
Omni-Tech waterproof breathable construction.",4
54,"['UK-8', 'UK-9']",TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.,"eptional traction in wet and dry conditions.
TECHLITE PLUS+™ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail.
NAVIC FIT SYSTEM™ delivers a natural midfoot lock dow",5
21,['UK-9'],Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Techlite+ Single density foam midsole delivers a responsive underfoot cushioning experience while providing superior comfort and stability on the trail
NAVIC FIT SYSTEM deli",5
0,"['UK-8', 'UK-9']",Hike Specific Traction with 5mm Lug Heights,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Hike Specific Traction with 5mm Lug Heights
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushion",0
0,"['UK-8', 'UK-9']",Hike Specific Traction with 5mm Lug Heights,"Adapt Trax outsole provides exceptional traction in wet and dry conditions
Hike Specific Traction with 5mm Lug Heights
OrthoLite Eco insole is compromised of 17% of total eco content delivering enhanced breathability and lightweight long term cushion",0
24,"['UK-7', 'UK-8']",Adapt Trax outsole provides exceptional traction in wet and dry conditions,"Navic Fit System delivers a natural midfoot lock down
Adapt Trax outsole provides exceptional traction in wet and dry conditions
OutDry waterproof, breathable construction
Seamless mesh delivers exceptional fit and support. 3D print provides ligh",4
