Review,Size,Comfort,Features,star_rating
598.0,Not Loading,Regular fit Lace closure Textile upper Bounce midsole Textile lining Weight: 342 g (size UK 8.5) Midsole drop: 9 mm (heel: 25 mm / forefoot: 16 mm) Rubber outsole Upper contains a minimum of 50% recycled content Colour: Core Black / Core Black / Carbon Product code: HP5797,"CUSHIONED RUNNING SHOES MADE IN PART WITH RECYCLED MATERIALS.
Ready to ramp up your training? These adidas shoes help you take the next step in your running journey. Lightweight Bounce cushioning provides comfort and flexibility to keep you energised when you add kilometres to your daily run. The long-lasting rubber outsole ensures traction on varied surfaces so you can stride with confidence.",4.6
180.0,Not Loading,Lace closure Textile upper Breathable feel Lightweight running shoes EVA midsole and textile lining Rubber outsole and tech-inspired heel counter Colour: Core Black / Cloud White / Core Black Product code: FX3581,"LIGHTWEIGHT RUNNING SHOES FOR ALL-DAY COMFORT.
The adidas Coreracer Shoes strike a perfect balance of running support and streetwear style. They're lightweight and breathable, to keep feet wrapped in all-day comfort. The adidas Badge of Sport completes the performance look.",4.2
21.0,Not Loading,Regular fit Lace closure Leather upper Textile lining Rubber outsole Colour: Night Navy / Cream White / Gum Product code: ID2056,"VINTAGE TRAINERS INSPIRED BY UNLIMITED EUROPEAN TRAIN TRAVEL.
The adidas Samba shoes have been part of the 3-Stripes DNA for decades. The classic silhouette has jumped the fence on the football pitch to influence countless subcultures and fashion forerunners. This pair celebrates a period in the '70s when a unique month-long rail pass program let adventurers from around the world explore 21 European countries. These comfortable classics help you greet your own next adventure in style.",4.7
194.0,Not Loading,"Regular fit Lace closure Engineered mesh upper Cushioned, responsive feel Textile lining BOOST midsole Weight: 307 g (size UK 8.5) Midsole drop: 10 mm (heel: 22 mm / forefoot: 12 mm) Stretchweb rubber outsole Upper contains a minimum of 50% recycled content Colour: Core Black / Core Black / Carbon Product code: IF2375","ENERGY-RETURNING RUNNING SHOES MADE IN PART WITH RECYCLED MATERIALS.
Logging daily miles is a delight in the adidas Pureboost 23 running shoes. Full-length BOOST provides the ultimate energy return, and strategic cutouts along the rubber outsole let the foam compress and expand while you run. The lightweight engineered mesh upper is breathable where your foot heats up and supportive where it needs to be, resulting in a running experience that is comfortable toe to heel. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",4.5
11.0,Not Loading,Regular fit Lace closure Suede upper Synthetic lining Rubber outsole Colour: Bright Royal / Cloud White / Off White Product code: GX9879,"THE GAZELLE RETURNS IN ALL OF ITS SUEDE GLORY.
Athletes trained in the adidas Gazelle shoes through the '70s. And soon after, their fan base spread. Skaters. Football fans. Club goers. Trainerheads. Everyone fell under the spell of their simple style and buttery soft suede. This pair carries the legacy of the 1991 version. From the T-toe to the 3-Stripes and the low-key style, all the vintage goods are here.",4.5
737.0,Not Loading,Regular fit Lace closure Textile upper Cushioned feel Textile lining Cloudfoam midsole Contains at least 20% recycled content Colour: Legend Ink / Cloud White / Grey Five Product code: GY3095,"RUNNING-INSPIRED SHOES MADE IN PART WITH RECYCLED MATERIALS.
Walking is an essential part of daily life. Comfort should be too. Enjoy every step you take in these adidas shoes. Inspired by classic running shoes, they have plush Cloudfoam cushioning and a snug fit. Plus, 3-Stripes style. Do you even need any other shoes?

This product features at least 20% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",4.5
569.0,Not Loading,Regular fit Lace closure Synthetic leather upper Cushioned feel Textile lining EVA sockliner Rubber outsole Colour: Core Black / Cloud White / Grey Six Product code: GW3020,"VERSATILE MID-CUT BASKETBALL-INSPIRED SHOES.
Pick up your dry cleaning or chill in the park with your pals. Dress in track pants or chinos. Wear whatever you want as you do all of your everyday deeds in style and comfort in these adidas shoes. The iconic 3-Stripes on the synthetic leather upper, plus a rubber cupsole underneath, create a heritage vibe.",4.7
111.0,Not Loading,Regular fit Lace closure Textile upper Light BOOST Linear Energy Push system Weight: 299 g (size UK 8.5) Midsole drop: 10 mm (heel: 26 mm / forefoot: 16 mm) Continental™ Better Rubber outsole Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester / Minimum 10% less emissions per pair when compared to a previous version Colour: Non Dyed / Core Black / Wonder Taupe Product code: GY9359,"ULTRA-COMFORTABLE RUNNING SHOES MADE IN PART WITH PARLEY OCEAN PLASTIC.
Planet Earth is every runner's playground, and we only have one. That's why we designed these adidas running shoes with the oceans in mind. They have all the comfort the Ultraboost design is known for, with one major bonus: They're made with Parley Ocean Plastic. Energy-returning Light BOOST feels lighter than ever, and adidas LEP gives you an extra push with every stride.",4.6
,Not Loading,Lace closure Canvas upper One-piece polyurethane outsole unit Colour: Collegiate Red / Collegiate Red / Off White Product code: ID2920,"UNORTHODOX Y-3 TRAINERS WITH A SUBTLE NOD TO THE ADIDAS SUPERSTAR SHOES.
The Y-3 Kyasu Hi skews conventional design and focuses instead on minimalist expression. Without using any glue or lining, the tooling is crafted with a one-piece polyurethane build, with the single-layer canvas upper stitched onto the irregular, concrete-like structure. The result is a completely raw interpretation of a shoe and an entirely new interpretation of an adidas icon.",
237.0,Not Loading,"Regular fit Lace closure Engineered mesh upper with breathability windows Cushioned, locked-down feel 3D moulded heel with anti-slip lining Soft EVA midsole with TPU stability plate Weight: 335 g (size UK 8.5) Midsole drop: 10 mm (heel: 44.8 mm / forefoot: 34.8 mm) Continental™ Rubber outsole Upper contains a minimum of 50% recycled content Colour: Core Black / Core Black / Carbon Product code: ID1779","SWITCH FWD TURNS GRAVITY INTO FORWARD MOTION.
FORWARD THINKING INNOVATION

Move your run up to the next level with the all-new switch fwd designed to turn gravity into forward motion. 

An engineered EVA midsole structure features purpose-built voids that compress and expand under pressure, helping you forward with every stride. Added comfort comes from a breathable mesh upper, and a dedicated support in the heel delivers stability at every pace. The lightweight, high-performance outsole brings optimised grip for all conditions. Experience your smoothest run yet with the new switch fwd.",4.7
28.0,Not Loading,Regular fit Lace closure Textile upper BOOST and Bounce midsole Textile lining Rubber outsole Upper contains a minimum of 50% recycled content Colour: Pulse Lime / Pulse Lime / Core Black Product code: IG4772,"ENERGY-RETURNING SHOES MADE IN PART WITH RECYCLED MATERIALS.
Every day is a hustle. You're on the move, seeing the sights, getting it done. You need a pair of go-to sneakers that can move with you. These adidas shoes ensure uncompromising comfort. The BOOST and Bounce midsole offers the ultimate cushioning and endless energy return for every step.

Made with a series of recycled materials, this upper features at least 50% recycled content.",4.3
2.0,Not Loading,"Lace closure Leather, canvas, suede and cracked leather upper Leather and canvas lining Rubber outsole Colour: Black / Bliss / Off White Product code: IF7787","BASKETBALL-INSPIRED Y-3 SHOES THAT PLAY WITH MATERIALS, TEXTURES AND LAYERS.
A modern interpretation of a basketball silhouette, the Y-3 Centennial Lo uses a mash-up of design cues from the adidas archives to create a bold aesthetic. Different materials come together — the textures and layers adding depth through a combination of leather, canvas, suede and cracked leather. The wide forefoot is to be expected, practically synonymous with Y-3 court shoes.",5.0
7.0,Not Loading,Regular fit Lace closure adidas PRIMEKNIT textile upper BOOST midsole Torsion System Rubber outsole Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester Colour: Collegiate Green / Crew Blue S21 / Wonder Beige Product code: ID9668,"SUPER COMFORTABLE SHOES MADE IN PART WITH PARLEY OCEAN PLASTIC.
A blend of bright and muted shades makes these Ultraboost shoes pop. They also feel as good as they look. A soft adidas PRIMEKNIT upper conforms to the shape of your foot for a snug fit. The Torsion System provides support through the arch while the lightweight comfort and energy return of BOOST cushioning keeps you going strong right through the day. 

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",5.0
1725.0,Not Loading,"Regular fit Lace closure adidas PRIMEKNIT+ textile upper Textile lining Linear Energy Push system Light BOOST Weight: 299 g (size U.K. 8.5) Midsole drop: 10 mm (heel: 30 mm, forefoot: 20 mm) Continental™ Better Rubber outsole Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester / Minimum 10% less emissions per pair when compared to a previous version Colour: Core Black / Lucid Blue / Bright Yellow Product code: HP9204","EPIC ENERGY. LIGHTEST EVER.
Experience epic energy with the new Ultraboost Light, our lightest Ultraboost ever. The magic lies in the Light BOOST midsole, a new generation of adidas BOOST. Its unique molecule design achieves the lightest BOOST foam to date. With hundreds of BOOST capsules bursting with energy and ultimate cushioning and comfort, some feet really can have it all.",4.7
1467.0,Not Loading,"Lace closure Stretch knit upper Supportive, sock-like fit Boost midsole Rubber outsole Made with at least 20% recycled materials Upper made in part with Parley Ocean Plastic yarn Colour: Core Black / Core Black / Gum Product code: GZ9257","PROGRESSIVE TRAINERS MADE IN PART WITH PARLEY OCEAN PLASTIC.
Pack your bag, lace up and get going. City adventures beckon in these NMD_R1 shoes. An update to an acclaimed '80s runner from the adidas archive, these modern trainers have a soft, stretchy knit upper and energy-returning Boost cushioning for all-day comfort. Bold colour and signature midsole plugs make a statement, so wherever you're headed, you're sure to show up in style.

This product is made with a yarn that features 50% recycled polyester and 50% Parley Ocean Plastic — plastic waste which we intercepted from remote islands, beaches, coastal communities and shorelines in order to prevent it from polluting our oceans. In total, this product has 20% recycled content.",4.7
471.0,Not Loading,Lace closure for premium lockdown Part Recycled Engineered Mesh Lightstrike & Lightstrike Pro cushioning Textile lining Weight: 243 g (size UK 8.5) Midsole drop: 10 mm (heel: 36mm / forefoot: 26 mm) Rubber outsole Upper contains a minimum of 50% recycled content Colour: Lucid Cyan / Black Blue Met.S19 / Wonder Silver Product code: ID6923,"SPEED-ENHANCING RUNNING SHOES MADE FOR DAILY TRAINING
When it comes to achieving your goals, every second counts. From training to race day, powerful performances call for high-tech gear that's optimised for speed. Introducing the latest range of lightweight running staples that help you to push beyond your limits without distraction.

The Adizero SL Running Shoes hand-pick the best from our world record-breaking Adizero franchise. The lightweight LIGHTSTRIKE EVA midsole delivers resilience to the midsole construction, so you can focus on the next stride, while the upper is made of a soft, engineered mesh that's zoned in key areas. A padded heel and tongue provides optimal comfort alongside the Adizero heel-blinker. The premium outsole is crafted to provide traction.",4.5
460.0,Not Loading,Regular fit Lace closure Textile upper Cloudfoam midsole Textile lining Upper contains a minimum of 50% recycled content Colour: Carbon / Core Black / Royal Blue Product code: IG7328,"COMFORTABLE SHOES MADE IN PART WITH RECYCLED MATERIALS.
Take the look of a classic shoe and refresh it with modern streetwear vibes, and you get these adidas shoes that will take you through the day in supreme comfort. The Cloudfoam midsole is to thank for that, offering soft cushioning for an ultra-smooth step from your heel all the way to your toe. A flexible textile upper lets your feet breathe, and a sleek rubber outsole gives every step a solid grip.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",4.6
1725.0,Not Loading,"Regular fit Lace closure adidas PRIMEKNIT+ textile upper Textile lining Linear Energy Push system Light BOOST Weight: 299 g (size U.K. 8.5) Midsole drop: 10 mm (heel: 30 mm, forefoot: 20 mm) Continental™ Better Rubber outsole Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester / Minimum 10% less emissions per pair when compared to a previous version Colour: Dark Blue / Cream White / Core Black Product code: HP9203","EPIC ENERGY. LIGHTEST EVER.
Experience epic energy with the new Ultraboost Light, our lightest Ultraboost ever. The magic lies in the Light BOOST midsole, a new generation of adidas BOOST. Its unique molecule design achieves the lightest BOOST foam to date. With hundreds of BOOST capsules bursting with energy and ultimate cushioning and comfort, some feet really can have it all.",4.7
598.0,Not Loading,Regular fit Lace closure Textile upper Bounce midsole Textile lining Weight: 342 g (size UK 8.5) Midsole drop: 9 mm (heel: 25 mm / forefoot: 16 mm) Rubber outsole Upper contains a minimum of 50% recycled content Colour: Core Black / Gold Metallic / Cloud White Product code: ID2252,"CUSHIONED RUNNING SHOES MADE IN PART WITH RECYCLED MATERIALS.
Ready to ramp up your training? These adidas shoes help you take the next step in your running journey. Lightweight Bounce cushioning provides comfort and flexibility to keep you energised when you add kilometres to your daily run. The long-lasting rubber outsole ensures traction on varied surfaces so you can stride with confidence.",4.6
,Not Loading,Regular fit Lace closure Suede upper Textile lining Cushioned midsole Vulcanised rubber outsole Colour: Cloud White / Core Black / Grey One Product code: ID6285,"CUSHIONED SUEDE TRAINERS THAT ELEVATE ANY CASUAL LOOK.
Show off those iconic 3-Stripes against a soft, suede backdrop. These adidas trainers are refined yet easy to wear. The suede upper is lined for comfort and lightly cushioned to keep you moving freely through your routine. The Vulcanised rubber outsole looks at home at the skate park and on the street.",
537.0,Not Loading,Regular fit Lace closure Synthetic nubuck upper Textile lining Vulcanised-look midsole Rubber outsole Upper contains a minimum of 50% recycled content Colour: Dash Grey / Victory Blue / Cloud White Product code: HP6013,"MINIMALIST, SKATE-INSPIRED SHOES MADE IN PART WITH RECYCLED MATERIALS.
Bust out that new trick you've been waiting to show off or just kick back in these adidas shoes. They stay true to their skateboarding heritage with a nubuck upper and a vulcanised midsole look. Lace them up to test your skills on the ramp, the flat bar or to just chill with friends.

Made with a series of recycled materials, and at least 50% recycled content, this product represents just one of our solutions to help end plastic waste.",4.6
598.0,Not Loading,Regular fit Lace closure Textile upper Bounce midsole Textile lining Weight: 342 g (size UK 8.5) Midsole drop: 9 mm (heel: 25 mm / forefoot: 16 mm) Rubber outsole Upper contains a minimum of 50% recycled content Colour: Cloud White / Arctic Night / Core Black Product code: ID2259,"CUSHIONED RUNNING SHOES MADE IN PART WITH RECYCLED MATERIALS.
Ready to ramp up your training? These adidas shoes help you take the next step in your running journey. Lightweight Bounce cushioning provides comfort and flexibility to keep you energised when you add kilometres to your daily run. The long-lasting rubber outsole ensures traction on varied surfaces so you can stride with confidence.",4.6
28.0,Not Loading,Regular fit Lace closure Textile upper BOOST and Bounce midsole Textile lining Rubber outsole Upper contains a minimum of 50% recycled content Colour: Grey Three / Core Black / Cloud White Product code: IG4769,"ENERGY-RETURNING SHOES MADE IN PART WITH RECYCLED MATERIALS.
Every day is a hustle. You're on the move, seeing the sights, getting it done. You need a pair of go-to sneakers that can move with you. These adidas shoes ensure uncompromising comfort. The BOOST and Bounce midsole offers the ultimate cushioning and endless energy return for every step.

Made with a series of recycled materials, this upper features at least 50% recycled content.",4.3
4874.0,Not Loading,Regular fit Slip-on construction Synthetic upper Soft feel Sport-inspired clogs for every day Contoured EVA footbed Synthetic outsole Colour: Cloud White / Core Black / Cloud White Product code: FY8970,"SLIP-ON CLOGS FOR EVERYDAY COMFORT.
Based on the iconic adidas slide, these clogs are as functional as they are comfortable. Whether you're walking to the gym or pool for an early-morning workout or just want to keep the slouchy-casual vibe going all through your day, slip your feet into the contoured footbeds and head for the door.",4.7
1.0,Not Loading,"Regular fit Lace closure adidas PRIMEKNIT+FORGED textile upper Sock-like feel with energy return Linear Energy Push system Light BOOST Weight: 293 g (size U.K. 8.5) Midsole drop: 10 mm (heel: 29.3 mm, forefoot: 19.3 mm) Continental™ Better Rubber outsole Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester Colour: Shadow Navy / Crystal White / Wonder Blue Product code: IE1752","LIGHTWEIGHT RUNNING SHOES MADE IN PART WITH PARLEY OCEAN PLASTIC.
Lace up in these adidas Ultraboost Light Shoes, our lightest Ultraboost ever — made with 30% lighter BOOST material cause heavy legs suck. Hundreds of BOOST capsules burst with epic energy every time your foot hits the tarmac. An adidas PRIMEKNIT+ and Forgedmesh upper locks around your midfoot for support, while targeted expansion zones flex as you move through each stride. LEP delivers stability for a responsive, snappy stride. 

Made with at least 50% recycled materials, this product represents just one of our solutions to help End Plastic Waste.",5.0
52.0,Not Loading,"Regular fit Lace closure Mesh, neoprene and suede upper BOOST midsole Torsion System Rubber outsole Upper contains a minimum of 50% recycled content Colour: Legend Ink / Lucid Lemon / Carbon Product code: ID9574","STYLISH SNEAKERS MADE IN PART WITH RECYCLED MATERIALS.
Up the style. Up the energy. These BOOST sneakers are responsive and stylish. The soft upper is lined for comfort. It sits atop a BOOST midsole that gives you ultimate comfort with each step. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",4.7
777.0,Not Loading,Regular fit Lace closure Textile upper OrthoLite® sockliner Cloudfoam midsole Textile lining Rubber outsole Upper contains a minimum of 50% recycled content Colour: Tech Indigo / Cloud White / Legend Ink Product code: GW4139,"A SPORTY, COMFY SHOE MADE IN PART WITH RECYCLED MATERIALS.
Lace up and go. These adidas running shoes will keep you comfortable, however late your day runs. A great everyday shoe, they have a light and airy mesh upper to keep your feet cool and a Cloudfoam midsole for springiness. The rubber outsole is designed to stay firm across all surfaces, from wet grass to slow clay. Switch up your plans without changing your shoes. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",4.6
221.0,Not Loading,Regular fit Slip-on Two-tone knit upper Cloudfoam Textile lining Synthetic outsole Upper contains a minimum of 50% recycled content Colour: Core Black / Carbon / Cloud White Product code: IF7361,"SLIP-ON SNEAKERS MADE IN PART WITH RECYCLED MATERIALS.
When it comes to your sneaker game, you don't need any pointers. These adidas sneakers confirm it. From the effortless, slip-on design to the eye-catching two-tone knit upper, they're comfy yet sophisticated. Cloudfoam cushioning puts energy into your stride. The bold lettering across the strap and woven label at the collar point to the adidas heritage. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",4.7
28.0,Not Loading,Regular fit Slip on Knit textile upper Cushioned EVA midsole Colour: Core Black / Dove Grey S20 / Grey Six Product code: GC0536,"BUILT FOR THE DEMANDS OF LONG MILES AND HAPPY FEET
A Subtle style and slip on design step up the style of these adidas walking shoes. They pair well with classic t-shirts, and the design effect will also look good with your favorite wool sweater. A lightweight upper is set on a pillowy midsole.",4.4
